year,area_sqft,declared_value,sro_name,distance_to_metro_m,property_type,treated,post,price_sqft
2013,2000,10418913,Adyar,1653,Apartment,0,0,5209.46
2017,1500,5080658,Tambaram,4899,House,0,1,3387.11
2018,1200,3343161,Chromepet,2718,Plot,0,1,2785.97
2011,2000,9119653,T. Nagar,320,Apartment,1,0,4559.83
2019,1000,7031408,Saidapet,247,Apartment,1,1,7031.41
2016,1500,8138093,Saidapet,597,Apartment,1,1,5425.4
2022,800,5736937,Ekkattuthangal,648,Apartment,1,1,7171.17
2011,2000,6306125,Nanganallur,1425,Apartment,0,0,3153.06
2016,1000,5558470,Ekkattuthangal,454,House,1,1,5558.47
2012,1200,5501248,Saidapet,846,House,1,0,4584.37
2011,2000,6048706,T. Nagar,633,Plot,1,0,3024.35
2014,1200,5314266,Saidapet,337,House,1,0,4428.56
2016,1000,6283877,Guindy,510,House,1,1,6283.88
2011,1200,4927286,T. Nagar,200,Apartment,1,0,4106.07
2017,1200,5093922,Saidapet,826,Plot,1,1,4244.94
2019,600,4447461,Saidapet,559,House,1,1,7412.44
2017,1000,6263908,Guindy,372,Apartment,1,1,6263.91
2019,2000,12399862,Ekkattuthangal,344,House,1,1,6199.93
2013,1000,3133307,Chromepet,2898,House,0,0,3133.31
2015,600,2889794,Alandur,723,Apartment,1,1,4816.32
2022,2000,18912822,Mylapore,3242,Apartment,0,1,9456.41
2014,2000,8058102,Alandur,815,Apartment,1,0,4029.05
2023,2000,9693605,Tambaram,4737,Apartment,0,1,4846.8
2016,1000,7020402,Alandur,836,Commercial,1,1,7020.4
2012,1000,4230110,Adyar,2055,Plot,0,0,4230.11
2020,2000,12595435,Alandur,434,Apartment,1,1,6297.72
2021,1500,10926130,Nanganallur,1802,Commercial,0,1,7284.09
2015,1200,6223541,Saidapet,769,Apartment,1,1,5186.28
2011,1500,4359124,Tambaram,4809,Commercial,0,0,2906.08
2017,1000,10188667,Adyar,2998,Commercial,0,1,10188.67
2012,1500,8389746,Saidapet,246,Commercial,1,0,5593.16
2016,1500,10699485,Alandur,774,Commercial,1,1,7132.99
2016,1200,4892604,Nanganallur,2257,Apartment,0,1,4077.17
2017,800,5754591,T. Nagar,367,Apartment,1,1,7193.24
2016,1200,7171000,Alandur,334,House,1,1,5975.83
2017,1200,8170106,Adyar,2768,House,0,1,6808.42
2020,800,6475178,Adyar,2408,Apartment,0,1,8093.97
2023,2000,19256830,Mylapore,2392,Apartment,0,1,9628.42
2017,2500,24260007,Mylapore,2504,Commercial,0,1,9704.0
2017,3000,20860973,Guindy,642,House,1,1,6953.66
2020,1200,9595400,T. Nagar,222,Apartment,1,1,7996.17
2019,800,2873042,Tambaram,4749,Apartment,0,1,3591.3
2018,1000,6985456,Mylapore,3464,Apartment,0,1,6985.46
2014,800,2259519,Tambaram,2114,Apartment,0,0,2824.4
2016,2000,10234521,Alandur,1095,House,0,1,5117.26
2023,600,2517426,Tambaram,4563,Apartment,0,1,4195.71
2013,1500,6003922,Adyar,1584,Plot,0,0,4002.61
2016,1200,8301214,Guindy,377,House,1,1,6917.68
2011,2000,4465888,Tambaram,4443,Apartment,0,0,2232.94
2020,1500,10988080,Guindy,420,Apartment,1,1,7325.39
2016,2000,13299182,Mylapore,2701,Apartment,0,1,6649.59
2012,1000,4175406,Mylapore,3498,Plot,0,0,4175.41
2017,1500,5643957,Nanganallur,1787,Apartment,0,1,3762.64
2021,1500,14405648,T. Nagar,390,Apartment,1,1,9603.77
2013,1500,2450172,Chromepet,1989,Plot,0,0,1633.45
2018,1000,7126391,Mylapore,1852,Apartment,0,1,7126.39
2022,1200,6773561,Nanganallur,1694,Apartment,0,1,5644.63
2016,1200,6288896,Chromepet,2018,Commercial,0,1,5240.75
2017,600,3041321,Ekkattuthangal,878,Apartment,1,1,5068.87
2016,1000,5503824,Ekkattuthangal,813,House,1,1,5503.82
2013,2500,9897861,Alandur,569,Apartment,1,0,3959.14
2012,1000,3249801,Alandur,424,Apartment,1,0,3249.8
2011,1200,4853506,T. Nagar,497,Apartment,1,0,4044.59
2015,2500,10022565,Tambaram,2023,Commercial,0,1,4009.03
2011,2000,7731673,Saidapet,703,Apartment,1,0,3865.84
2020,1200,4395802,Nanganallur,1880,Plot,0,1,3663.17
2020,1200,7997505,Saidapet,487,Apartment,1,1,6664.59
2019,1000,7625267,Alandur,376,House,1,1,7625.27
2023,2500,30531945,Mylapore,2144,Commercial,0,1,12212.78
2020,1500,5684854,Tambaram,4014,Apartment,0,1,3789.9
2017,800,5599773,Guindy,594,House,1,1,6999.72
2022,1200,13289243,Mylapore,1960,Commercial,0,1,11074.37
2018,2500,16472335,Alandur,681,House,1,1,6588.93
2023,1500,6977238,Tambaram,4758,House,0,1,4651.49
2012,1200,3974477,Ekkattuthangal,682,House,1,0,3312.06
2022,1500,13138890,Saidapet,235,Apartment,1,1,8759.26
2017,1500,7775108,T. Nagar,256,Plot,1,1,5183.41
2012,2000,8634718,Saidapet,498,House,1,0,4317.36
2015,1200,3581925,Tambaram,4156,Apartment,0,1,2984.94
2017,1500,8009426,Ekkattuthangal,780,Apartment,1,1,5339.62
2015,1500,10616206,Mylapore,3049,Commercial,0,1,7077.47
2022,2500,21893193,Saidapet,265,House,1,1,8757.28
2019,1200,8893903,Guindy,514,Apartment,1,1,7411.59
2023,1500,11480285,Nanganallur,2443,Commercial,0,1,7653.52
2011,1200,3806271,Alandur,631,Apartment,1,0,3171.89
2018,2000,11809938,Ekkattuthangal,422,House,1,1,5904.97
2020,800,7135801,Adyar,2421,Apartment,0,1,8919.75
2021,2000,8544539,Tambaram,2861,Apartment,0,1,4272.27
2011,1200,2548973,Tambaram,3667,Apartment,0,0,2124.14
2016,600,3303705,Saidapet,430,Apartment,1,1,5506.18
2018,1200,6899269,Alandur,1084,House,0,1,5749.39
2018,1200,8263209,Saidapet,442,Apartment,1,1,6886.01
2017,1000,3248608,Nanganallur,2391,Plot,0,1,3248.61
2015,1200,7766681,Adyar,1403,House,0,1,6472.23
2021,1000,5849008,Adyar,2573,Plot,0,1,5849.01
2021,2000,15488094,Ekkattuthangal,548,House,1,1,7744.05
2012,1500,9768143,Adyar,2084,Commercial,0,0,6512.1
2014,1500,7963383,T. Nagar,282,Apartment,1,0,5308.92
2015,1000,6521458,Adyar,1549,House,0,1,6521.46
2023,1000,4590023,Chromepet,3766,Apartment,0,1,4590.02
2014,800,4803051,Mylapore,2758,Apartment,0,0,6003.81
2020,1500,7036820,Nanganallur,1149,Apartment,0,1,4691.21
2014,1200,3178012,Tambaram,2983,House,0,0,2648.34
2016,1500,8929861,Alandur,275,House,1,1,5953.24
2023,1500,15181091,T. Nagar,699,Apartment,1,1,10120.73
2016,2500,9108824,Chromepet,1868,Apartment,0,1,3643.53
2018,1500,9609869,Guindy,619,Apartment,1,1,6406.58
2020,2000,16103950,Mylapore,1674,Apartment,0,1,8051.98
2022,2500,14847476,Tambaram,2766,Commercial,0,1,5938.99
2018,1000,7540685,Mylapore,2810,House,0,1,7540.69
2023,1500,12796388,T. Nagar,319,Apartment,1,1,8530.93
2017,1500,9355621,Nanganallur,847,Commercial,1,1,6237.08
2016,800,5655717,T. Nagar,152,Apartment,1,1,7069.65
2014,2000,10319699,Guindy,708,Commercial,1,0,5159.85
2018,1500,12231879,T. Nagar,365,House,1,1,8154.59
2017,1500,13973878,Guindy,120,Commercial,1,1,9315.92
2014,1200,5272216,Nanganallur,1064,House,0,0,4393.51
2013,600,2067215,Ekkattuthangal,529,Apartment,1,0,3445.36
2021,1000,7964313,Alandur,989,House,1,1,7964.31
2019,3000,24811898,Adyar,1604,House,0,1,8270.63
2023,1000,7341096,Alandur,857,Apartment,1,1,7341.1
2022,1000,9296077,Mylapore,3345,Apartment,0,1,9296.08
2012,1500,6050638,Guindy,407,Apartment,1,0,4033.76
2013,2000,8253778,Alandur,795,House,1,0,4126.89
2016,2000,9922204,Nanganallur,2291,Commercial,0,1,4961.1
2016,2000,9738116,Ekkattuthangal,427,Apartment,1,1,4869.06
2013,2000,7541341,Saidapet,723,Apartment,1,0,3770.67
2017,1000,10243934,T. Nagar,548,Commercial,1,1,10243.93
2016,1000,6011748,Guindy,679,House,1,1,6011.75
2019,1500,14762289,T. Nagar,398,House,1,1,9841.53
2020,1500,9929189,Alandur,833,Apartment,1,1,6619.46
2012,1500,8154339,Guindy,173,Commercial,1,0,5436.23
2017,1500,11543309,T. Nagar,452,House,1,1,7695.54
2019,1000,4307085,Chromepet,1703,House,0,1,4307.09
2013,800,2056198,Tambaram,3464,House,0,0,2570.25
2013,1500,8112831,Mylapore,1935,House,0,0,5408.55
2022,1500,7731279,Tambaram,3345,House,0,1,5154.19
2020,800,6588630,Guindy,756,House,1,1,8235.79
2014,600,3162950,Adyar,2165,Apartment,0,0,5271.58
2015,1500,11712887,Adyar,1524,Commercial,0,1,7808.59
2018,1200,4595503,Chromepet,3832,House,0,1,3829.59
2022,3000,22830275,Ekkattuthangal,523,Apartment,1,1,7610.09
2017,1200,7194697,Alandur,378,Apartment,1,1,5995.58
2016,1200,5620732,Nanganallur,965,Apartment,1,1,4683.94
2015,1000,3873384,Nanganallur,1033,House,0,1,3873.38
2021,1200,9626653,Guindy,150,Apartment,1,1,8022.21
2011,1500,3728768,Nanganallur,2188,Apartment,0,0,2485.85
2023,1500,8424035,Nanganallur,2464,Apartment,0,1,5616.02
2018,1500,10699556,T. Nagar,246,Apartment,1,1,7133.04
2016,1200,7996751,Mylapore,3476,Apartment,0,1,6663.96
2023,1000,8008757,Ekkattuthangal,915,House,1,1,8008.76
2016,800,4661748,Alandur,298,House,1,1,5827.19
2011,2000,9275268,Adyar,2207,Apartment,0,0,4637.63
2022,1200,8718595,Alandur,400,Apartment,1,1,7265.5
2022,1200,6507283,Alandur,316,Plot,1,1,5422.74
2019,2000,5582373,Chromepet,2990,Plot,0,1,2791.19
2015,2000,9114707,Mylapore,1512,Plot,0,1,4557.35
2017,1200,9906481,Guindy,350,Commercial,1,1,8255.4
2016,1500,6928801,Nanganallur,1790,Commercial,0,1,4619.2
2018,2000,6229973,Nanganallur,2396,Plot,0,1,3114.99
2023,1500,15927798,Mylapore,1676,Apartment,0,1,10618.53
2011,2500,5924554,Tambaram,3120,Apartment,0,0,2369.82
2014,1200,5293675,Ekkattuthangal,748,House,1,0,4411.4
2019,2500,21719031,Saidapet,565,Commercial,1,1,8687.61
2020,2000,12787331,Guindy,226,Apartment,1,1,6393.67
2022,1200,7100751,Nanganallur,1423,Apartment,0,1,5917.29
2013,600,3490525,Guindy,479,Commercial,1,0,5817.54
2019,1500,8746346,Chromepet,3667,Commercial,0,1,5830.9
2020,2000,23595116,Mylapore,3056,Commercial,0,1,11797.56
2020,1200,5090807,Chromepet,2329,Apartment,0,1,4242.34
2016,2000,13666405,T. Nagar,699,House,1,1,6833.2
2017,1200,7090315,Saidapet,261,House,1,1,5908.6
2021,1500,13147846,Mylapore,3494,Apartment,0,1,8765.23
2018,800,5635836,Saidapet,541,House,1,1,7044.8
2023,1500,5943440,Chromepet,2467,Plot,0,1,3962.29
2015,1500,4959034,Tambaram,2050,House,0,1,3306.02
2014,800,4370774,Mylapore,1604,Apartment,0,0,5463.47
2018,1500,9509831,Adyar,2313,House,0,1,6339.89
2015,2000,6831740,Nanganallur,2184,Apartment,0,1,3415.87
2011,2500,10166264,T. Nagar,636,House,1,0,4066.51
2016,1500,7395664,Ekkattuthangal,472,Apartment,1,1,4930.44
2017,2500,14931403,Saidapet,219,Apartment,1,1,5972.56
2017,600,1355383,Tambaram,3957,Plot,0,1,2258.97
2021,800,5001185,Chromepet,1513,Commercial,0,1,6251.48
2011,1500,4159264,Guindy,535,Plot,1,0,2772.84
2012,2000,7016221,Tambaram,2358,Commercial,0,0,3508.11
2013,1000,4130381,Mylapore,1677,Plot,0,0,4130.38
2014,600,2051882,Ekkattuthangal,878,Apartment,1,0,3419.8
2013,1000,1912099,Tambaram,4680,Plot,0,0,1912.1
2017,1200,4095986,Chromepet,3654,House,0,1,3413.32
2012,1000,2765930,Nanganallur,1355,Apartment,0,0,2765.93
2016,1000,5457386,Guindy,355,Apartment,1,1,5457.39
2015,1500,8336181,Adyar,1554,Apartment,0,1,5557.45
2018,2500,16234870,Alandur,514,Apartment,1,1,6493.95
2019,3000,24898824,Guindy,370,House,1,1,8299.61
2016,1500,9661229,Mylapore,2349,Apartment,0,1,6440.82
2014,1200,6914599,Adyar,2858,House,0,0,5762.17
2019,1500,11224979,Mylapore,3319,Apartment,0,1,7483.32
2022,1000,7055563,Nanganallur,970,House,1,1,7055.56
2012,1500,3000161,Chromepet,3991,Plot,0,0,2000.11
2020,1000,7260290,Saidapet,201,House,1,1,7260.29
2023,1200,5784048,Chromepet,1847,Apartment,0,1,4820.04
2011,1000,2738100,Nanganallur,1701,Apartment,0,0,2738.1
2018,1200,7754773,Saidapet,367,Apartment,1,1,6462.31
2016,1200,10026542,Saidapet,795,Commercial,1,1,8355.45
2013,1000,2404179,Nanganallur,834,Plot,1,0,2404.18
2023,800,7988749,Guindy,625,Apartment,1,1,9985.94
2014,1500,6596502,Alandur,450,House,1,0,4397.67
2020,2500,17114295,Adyar,2038,House,0,1,6845.72
2012,2500,9028500,Alandur,907,Apartment,1,0,3611.4
2020,600,4406318,Ekkattuthangal,553,House,1,1,7343.86
2017,2000,10086731,Alandur,703,Apartment,1,1,5043.37
2011,2500,12358686,Mylapore,2564,Apartment,0,0,4943.47
2020,1500,13121100,Saidapet,711,House,1,1,8747.4
2013,600,2306956,Guindy,699,Apartment,1,0,3844.93
2020,1000,7355743,Saidapet,418,House,1,1,7355.74
2016,1200,6678913,Alandur,690,House,1,1,5565.76
2012,1500,4144539,Chromepet,2810,House,0,0,2763.03
2023,2000,19148926,Adyar,1914,Apartment,0,1,9574.46
2013,2500,9207882,Ekkattuthangal,462,House,1,0,3683.15
2016,2000,8106871,Nanganallur,1117,House,0,1,4053.44
2011,2500,5477800,Nanganallur,2421,Plot,0,0,2191.12
2022,800,4852417,Tambaram,4495,Commercial,0,1,6065.52
2011,1000,3596694,Guindy,480,Apartment,1,0,3596.69
2017,1000,7426543,Adyar,2441,House,0,1,7426.54
2021,1000,6995043,Alandur,851,Apartment,1,1,6995.04
2012,1000,2852043,Chromepet,2529,Apartment,0,0,2852.04
2015,2000,8847933,Guindy,255,Plot,1,1,4423.97
2022,1000,4153435,Chromepet,2212,Apartment,0,1,4153.44
2014,1200,5326330,Saidapet,862,Apartment,1,0,4438.61
2019,1200,6987412,Saidapet,741,Apartment,1,1,5822.84
2022,1000,5168296,Alandur,1067,Plot,0,1,5168.3
2011,1200,5843833,T. Nagar,451,Apartment,1,0,4869.86
2021,1000,8120441,Guindy,345,House,1,1,8120.44
2012,1000,4667769,Adyar,1946,Apartment,0,0,4667.77
2014,1200,6471260,Mylapore,2902,Apartment,0,0,5392.72
2012,1500,7241573,T. Nagar,349,House,1,0,4827.72
2020,2500,28822540,Mylapore,2486,Commercial,0,1,11529.02
2023,1000,5500566,Saidapet,835,Plot,1,1,5500.57
2023,2000,10123118,Alandur,909,Plot,1,1,5061.56
2013,1200,6800871,Mylapore,1478,House,0,0,5667.39
2011,2000,4462104,Tambaram,3991,Apartment,0,0,2231.05
2020,1000,5109671,Chromepet,2032,House,0,1,5109.67
2014,2500,9270228,Nanganallur,2125,House,0,0,3708.09
2023,1500,12818810,Alandur,462,House,1,1,8545.87
2013,1200,3263766,Chromepet,3155,Apartment,0,0,2719.81
2019,1500,9493987,Saidapet,887,Apartment,1,1,6329.33
2016,1000,3502063,Chromepet,2814,Apartment,0,1,3502.06
2023,1200,9735598,Saidapet,655,Apartment,1,1,8113.0
2023,1000,4092134,Chromepet,2835,Plot,0,1,4092.13
2019,1000,6904360,Saidapet,658,Apartment,1,1,6904.36
2013,1000,5415026,T. Nagar,418,Apartment,1,0,5415.03
2012,2000,6608656,Alandur,1099,Apartment,0,0,3304.33
2022,600,5391128,Ekkattuthangal,728,Commercial,1,1,8985.21
2018,1500,13310886,Mylapore,1905,House,0,1,8873.92
2011,1500,3350568,Tambaram,4321,Apartment,0,0,2233.71
2012,2500,14520720,Guindy,378,Commercial,1,0,5808.29
2016,1200,3352876,Chromepet,1829,Apartment,0,1,2794.06
2020,1000,7087142,Alandur,693,House,1,1,7087.14
2022,1000,5111405,Nanganallur,1984,Apartment,0,1,5111.41
2012,1500,3466820,Chromepet,3948,Apartment,0,0,2311.21
2017,1500,7911663,Alandur,541,Apartment,1,1,5274.44
2017,1200,10010378,Saidapet,536,Commercial,1,1,8341.98
2011,2500,8813009,Alandur,702,Apartment,1,0,3525.2
2015,1500,7357396,Saidapet,448,House,1,1,4904.93
2021,2000,14496749,Ekkattuthangal,365,House,1,1,7248.37
2023,1000,7765230,Ekkattuthangal,565,Apartment,1,1,7765.23
2018,1200,10932515,Mylapore,1988,House,0,1,9110.43
2018,2000,16032396,Guindy,190,Commercial,1,1,8016.2
2016,2000,6123179,Chromepet,3028,Apartment,0,1,3061.59
2012,2000,10960397,Adyar,2564,House,0,0,5480.2
2023,2000,17228242,Adyar,1690,Apartment,0,1,8614.12
2018,1000,5602474,Adyar,2874,Plot,0,1,5602.47
2012,2000,10554184,Mylapore,1416,House,0,0,5277.09
2022,1200,5546730,Tambaram,4721,House,0,1,4622.28
2014,1000,3374899,Ekkattuthangal,455,House,1,0,3374.9
2013,800,5491621,Mylapore,3239,House,0,0,6864.53
2013,1200,2907391,Nanganallur,991,Plot,1,0,2422.83
2019,1500,10729752,Saidapet,262,Apartment,1,1,7153.17
2013,1500,5975421,Saidapet,732,Apartment,1,0,3983.61
2014,1500,9831894,Mylapore,3442,House,0,0,6554.6
2022,2000,10804899,Nanganallur,1222,Apartment,0,1,5402.45
2019,1200,7889790,Alandur,983,House,1,1,6574.83
2013,2500,7290623,Alandur,472,Plot,1,0,2916.25
2014,2000,5170252,Tambaram,2422,Apartment,0,0,2585.13
2019,1000,3392954,Tambaram,2739,Apartment,0,1,3392.95
2011,2000,8632307,Adyar,2612,Apartment,0,0,4316.15
2012,1500,2806457,Tambaram,3841,Plot,0,0,1870.97
2017,2000,4981997,Chromepet,2571,Plot,0,1,2491.0
2016,1200,9335452,Saidapet,278,Commercial,1,1,7779.54
2018,1500,10393864,T. Nagar,305,Apartment,1,1,6929.24
2011,1200,5887556,Adyar,2934,Apartment,0,0,4906.3
2021,1500,9370294,Alandur,415,Apartment,1,1,6246.86
2021,800,7540086,Adyar,1899,House,0,1,9425.11
2014,800,3605462,Saidapet,557,Apartment,1,0,4506.83
2011,2500,8489888,Saidapet,713,Apartment,1,0,3395.96
2022,3000,36778966,Adyar,2005,Commercial,0,1,12259.66
2023,2500,23631957,T. Nagar,281,Apartment,1,1,9452.78
2018,2500,11060910,Nanganallur,1440,Apartment,0,1,4424.36
2012,2000,6357293,Ekkattuthangal,686,Apartment,1,0,3178.65
2021,3000,21338067,Mylapore,3178,Plot,0,1,7112.69
2022,800,7366627,Mylapore,1420,Apartment,0,1,9208.28
